"ID"	"R_G"	"C_o"	"R_FVE"	"B_G"	"gene_copies"
"S1126_MG_040_A"	"0.990520156785171"	"0.999328859060403"	"0.999328859060404"	"103139"	"34.6104026845638"
"S1127_MG_041_A"	"0.996621540204639"	"1"	"1"	"21496317"	"7213.52919463087"
"S1128_MG_042_A"	"0.991678675492154"	"1"	"1"	"431478"	"144.791275167785"
"S1129_MG_043_A"	"0.994655233962533"	"1"	"1"	"14360522"	"4818.96711409396"
"S1130_MG_044_A"	"0.940874297202925"	"0.713087248322148"	"1.04742108446389"	"3403"	"1.14194630872483"
"S1131_MG_045_A"	"0.996134142079208"	"1"	"1"	"19391518"	"6507.22080536913"
"S1132_MG_046_A"	"0.88829112491951"	"0.436577181208054"	"0.935972684262539"	"1872"	"0.628187919463087"
"S1133_MG_047_A"	"0.983910748494842"	"0.999328859060403"	"0.99978570976304"	"22919"	"7.69093959731544"
"S1134_MG_048_A"	"0.997279664014251"	"1"	"1"	"3802724"	"1276.08187919463"
"S1138_MG_049_A"	"0.934825915778154"	"0.798918918918919"	"0.888103673006823"	"4252"	"2.29837837837838"
"S1139_MG_050_A"	"0.984593321694231"	"1"	"1"	"285895"	"155.546789989119"
"S1140_MG_051_A"	"0.988155713810884"	"1"	"1"	"1893435"	"1038.06743421053"
"S1141_MG_052_A"	"0.991151240491433"	"1"	"1"	"8916023"	"5006.18921953958"
"S1142_MG_053_A"	"0.845047107860239"	"0.36165191740413"	"0.785892623985602"	"1045"	"0.616519174041298"
"S1143_MG_054_A"	"0.913068363221121"	"0.703152885187388"	"0.731224421251104"	"5480"	"3.25996430696014"
"S1144_MG_055_A"	"0.986367324065696"	"1"	"1"	"801449"	"480.485011990408"
"S1145_MG_056_A"	"0.987038607066955"	"1"	"1"	"1815726"	"1093.15231788079"
"S1146_MG_057_A"	"0.985994554633865"	"1"	"1"	"58538"	"35.5854103343465"
"S1147_MG_058_A"	"0.990557557827568"	"1"	"1"	"7205378"	"4528.8359522313"
"S1148_MG_059_A"	"0.987711331891832"	"1"	"1"	"419395"	"269.188061617458"
"S1149_MG_060_A"	"0.991075258648641"	"1"	"1"	"7198117"	"4748.09828496042"
"S1150_MG_061_A"	"0.987333895477432"	"1"	"1.00000000424703"	"29224"	"19.2770448548813"
"S1151_MG_062_A"	"0.992097318923014"	"1"	"1"	"141298"	"95.0221923335575"
"S1152_MG_063_A"	"0.992098630973476"	"1"	"1"	"5641804"	"4957.64850615114"
"S1153_MG_064_A"	"0.981905394572681"	"1"	"1.01146333183043"	"4480"	"4.48"
"S1154_MG_065_A"	"0.974590417456682"	"0.905"	"0.961335414814173"	"2837"	"2.837"
"S1155_MG_066_A"	"0.996772214615212"	"1"	"1"	"7374218"	"7509.38696537678"
"S1156_MG_067_A"	"0.990619401412923"	"1"	"1.00000128596813"	"13564"	"13.564"
"S1157_MG_068_A"	"0.97273935272259"	"0.995"	"1.07440165274834"	"2605"	"2.605"
"S1158_MG_069_A"	"0.989550895184342"	"1"	"1"	"142200"	"143.927125506073"
"S1159_MG_070_A"	"0.864174826477139"	"0.425"	"0.950074787914408"	"593"	"0.593"
"S1160_MG_071_A"	"0.990529466511905"	"1"	"1"	"37396"	"37.396"
"S1161_MG_072_A"	"0.990864189279467"	"1"	"1"	"1212567"	"1216.21564694082"
"S1162_MG_073_A"	"0.992444025416617"	"1"	"1"	"550308"	"550.308"
"S1163_MG_074_A"	"0.995107958832662"	"1"	"1"	"11650121"	"7082.14042553191"
"S1164_MG_075_A"	"0.93198803587609"	"0.677117711771177"	"0.849689125177264"	"2898"	"1.59405940594059"
"S1165_MG_076_A"	"0.989928393456665"	"0.993421052631579"	"0.999224224494583"	"9391"	"5.14857456140351"
"S1166_MG_077_A"	"0.990894439198943"	"1"	"1"	"4943918"	"4344.39191564148"
"S1167_MG_078_A"	"0.988341665779541"	"1"	"1"	"262767"	"155.024778761062"
"S1168_MG_079_A"	"0.99139579451569"	"1"	"1"	"68676"	"35.5834196891192"
